"Annot_Gene"	"Annot_Christoforou_UniprotGO_overlap3"	"HPA.main.location"	"HPA.Other.loc"	"HPA.Reliability"	"Gene.ontology.cellular.component"	"Uniprot.Subcellular.location"	"overlap"	"clusters"	"assigned_location_Christoforou_UniprotGO_overlap3"	"precision_assigned_location_Christoforou_UniprotGO_overlap3"	"data_Gene"	"data_non_NUM_space"	"data_Christoforou_126"	"data_Christoforou_127N"	"data_Christoforou_127C"	"data_Christoforou_128N"	"data_Christoforou_128C"	"data_Christoforou_129N"	"data_Christoforou_129C"	"data_Christoforou_130N"	"data_Christoforou_131"	"data_Christoforou_130C"	"data_non_NUM_space.1"	"data_Rodriguez_Pineiro_1"	"data_Rodriguez_Pineiro_2"	"data_Rodriguez_Pineiro_3"	"data_Rodriguez_Pineiro_4"	"data_Rodriguez_Pineiro_5"	"data_Rodriguez_Pineiro_6"	"data_Rodriguez_Pineiro_7"	"data_Rodriguez_Pineiro_8"	"data_Rodriguez_Pineiro_9"	"data_Rodriguez_Pineiro_10"	"data_Rodriguez_Pineiro_11"	"data_X"	"data_Cyt.Andreyev"	"data_Nucl.Andreyev"	"data_Microsomes.Andreyev"	"data_PM.Andreyev"	"data_ER.Andreyev"	"data_Mito.Andreyev"	"data_X.1"	"data_Cyt.Carvalho"	"data_Nucl.Carvalho"	"data_Mit.Carvalho"	"data_X.2"	"data_Cyt.Boisvert"	"data_Nucl.Boisvert"	"data_Nucleolus.Boisvert"	"data_X.3"	"data_Cyt.Pinto"	"data_Nucl.Pinto"	"data_Tot.Pinto"	"data_X.4"	"data_Cyt.Choi"	"data_Nucl.Choi"	"data_Pellet.Choi"	"data_Nucl.soluble.Choi"	"data_X.5"	"data_Cyt.Mulvey"	"data_Nucl.Mulvey"	"data_Total.Mulvey"	"data_X.6"	"data_cyt.Bileck"	"data_Nucl.Bileck"	"data_X.7"	"data_Cyt.Thakar"	"data_Nucl.Thakar"	"data_TOT.Thakar"	"data_X.8"	"data_Cyt.Larance"	"data_Nucleus.Larance"	"data_Cytoskeleton.Larance"	"data_Membrane.Larance"
"GALNT7"	"ER"	NA	NA	NA	"extracellular vesicular exosome; Golgi membrane; integral component of membrane; membrane"	" Golgi apparatus membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}"	"overlaps 5"	46	"ER"	1	"GALNT7"	"-"	1	14	12	10	22	42	18	40	42	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	3	92	5	NA	1	1	1	NA	100	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	100	NA	1	1	1	99
"TMX4"	"ER"	"Nuclear membrane"	NA	"Supportive"	"endoplasmic reticulum; integral component of membrane"	" Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}"	"overlaps 7"	46	"ER"	1	"TMX4"	"-"	1	14	16	8	22	38	22	42	38	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	1	97	1	NA	1	1	1	NA	100	1	1	1	NA	70	30	1	NA	68	32	NA	1	2	98	NA	1	1	1	100
"VMA21"	"ER"	NA	NA	NA	"COPII vesicle coat; endoplasmic reticulum membrane; integral component of membrane; lysosome"	" Endoplasmic reticulum membrane {ECO:0000255|HAMAP-Rule:MF_03058 ECO:0000269|PubMed:19379691}; Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_03058 ECO:0000269|PubMed:19379691} Endoplasmic reticulum-Golgi intermediate compartment membrane {ECO:0000255|HAMAP-Rule:MF_03058 ECO:0000269|PubMed:19379691}; Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_03058 ECO:0000269|PubMed:19379691} Cytoplasmic vesicle COPII-coated vesicle membrane {ECO:0000255|HAMAP-Rule:MF_03058 ECO:0000269|PubMed:19379691}; Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_03058 ECO:0000269|PubMed:19379691}"	"overlaps 7"	46	"ER"	1	"VMA21"	"-"	1	12	14	10	30	32	18	42	42	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	99	1	NA	7	85	8	NA	64	31	5	NA	1	1	1	1	NA	7	93	1	NA	100	1	NA	1	9	91	NA	1	1	1	1
"LCLAT1"	"ER"	NA	NA	NA	"endoplasmic reticulum membrane; integral component of membrane; membrane"	" Endoplasmic reticulum membrane {ECO:0000269|PubMed:19075029}; Multi-pass membrane protein {ECO:0000269|PubMed:19075029}"	"overlaps 7"	66	"ER"	1	"LCLAT1"	"-"	1	14	18	10	22	48	32	22	26	4	"-"	1	1	1	1	34	96	36	14	16	1	4	NA	1	1	1	1	1	1	NA	6	89	5	NA	46	49	5	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	100	1	NA	1	1	100	NA	1	1	1	100
"NCEH1"	"ER"	"Endoplasmic reticulum"	NA	"Uncertain"	"endoplasmic reticulum; integral component of membrane; membrane"	" Membrane {ECO:0000305|PubMed:12149457}; Single-pass type II membrane protein {ECO:0000305|PubMed:12149457} Microsome {ECO:0000250}"	"overlaps 7"	66	"ER"	1	"NCEH1"	"-"	1	22	10	14	22	52	34	24	22	1	"-"	1	1	1	1	4	50	54	36	32	1	18	NA	1	1	1	1	1	1	NA	3	85	12	NA	1	1	1	NA	1	1	1	NA	100	1	1	1	NA	83	1	16	NA	100	1	NA	1	1	1	NA	1	1	1	100
"P4HA2"	"ER"	"Endoplasmic reticulum"	"Vesicles"	"Supportive"	"cytoplasm; endoplasmic reticulum; intracellular membrane-bounded organelle; nucleus; procollagen-proline 4-dioxygenase complex"	" Endoplasmic reticulum lumen"	"overlaps 8"	66	"ER"	1	"P4HA2"	"-"	4	26	20	6	18	46	32	28	20	1	"-"	1	1	1	4	18	78	56	18	26	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	30	63	7	NA	1	1	99	NA	93	7	1	1	NA	29	26	46	NA	1	1	NA	1	50	50	NA	1	2	1	96
"PKD2"	"ER"	"Cytoplasm"	NA	"Uncertain"	"basal cortex; basal plasma membrane; cell-cell junction; ciliary basal body; cilium; cytoplasm; endoplasmic reticulum; endoplasmic reticulum membrane; extracellular vesicular exosome; integral component of cytoplasmic side of endoplasmic reticulum membrane; integral component of lumenal side of endoplasmic reticulum membrane; integral component of plasma membrane; lamellipodium; mitotic spindle; motile primary cilium; nonmotile primary cilium; plasma membrane; polycystin complex"	" Cell projection cilium membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250} Endoplasmic reticulum {ECO:0000250}"	"overlaps 1"	66	"ER"	1	"PKD2"	"-"	1	18	22	12	22	44	34	24	24	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	1	NA	1	1	1	1
"SLC33A1"	"ER"	"Nucleus"	NA	"Uncertain"	"endoplasmic reticulum membrane; Golgi membrane; integral component of plasma membrane; membrane"	" Endoplasmic reticulum membrane {ECO:0000305|PubMed:9096318}; Multi-pass membrane protein {ECO:0000305|PubMed:9096318}"	"overlaps 4"	66	"ER"	1	"SLC33A1"	"-"	1	20	16	8	22	52	30	24	26	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	98	2	NA	91	7	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	100	NA	1	1	1	1
"SDF2"	"ER"	"Vesicles"	NA	"Uncertain"	"extracellular space; membrane"	" Secreted {ECO:0000305}"	"overlaps 7"	97	"ER"	1	"SDF2"	"-"	8	6	10	10	40	32	18	40	28	8	"-"	1	1	1	1	1	106	12	68	14	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	43	56	1	NA	41	28	31	NA	1	1	1	1	NA	1	1	1	NA	95	5	NA	1	100	1	NA	1	1	1	100
"SYVN1"	"ER"	"Nucleus but not nucleoli"	"Plasma membrane;Endoplasmic reticulum"	"Supportive"	"endoplasmic reticulum; endoplasmic reticulum membrane; integral component of membrane; membrane; nucleus"	" Endoplasmic reticulum membrane {ECO:0000269|PubMed:12459480 ECO:0000269|PubMed:12646171 ECO:0000269|PubMed:14593114 ECO:0000269|PubMed:16186510}; Multi-pass membrane protein {ECO:0000269|PubMed:12459480 ECO:0000269|PubMed:12646171 ECO:0000269|PubMed:14593114 ECO:0000269|PubMed:16186510}"	"overlaps 7"	97	"ER"	1	"SYVN1"	"-"	6	8	8	10	36	32	16	38	36	8	"-"	1	1	10	10	22	30	48	32	18	20	12	NA	1	1	6	32	130	32	NA	1	98	2	NA	1	97	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	100	1	NA	1	1	1	NA	1	1	1	100
"THEM6"	"ER"	"Nucleus but not nucleoli;Cytoplasm"	NA	"Uncertain"	"extracellular region"	" Secreted {ECO:0000305}"	"overlaps 4"	97	"ER"	1	"THEM6"	"-"	20	8	12	4	42	32	14	36	28	4	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	13	82	4	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	100	NA	1	1	1	99
"WWOX"	"ER"	"Golgi apparatus"	"Cytoplasm"	"Supportive"	"cytoplasm; cytosol; Golgi apparatus; mitochondrion; nucleus"	" Cytoplasm Nucleus Mitochondrion Golgi apparatus Note=Partially localizes to the mitochondria Translocates to the nucleus upon genotoxic stress or TNF stimulation (By similarity) Translocates to the nucleus in response to TGFB1 Isoform 5 and isoform 6 may localize in the nucleus {ECO:0000250}"	"overlaps 2"	97	"ER"	1	"WWOX"	"-"	12	8	8	8	30	30	20	36	36	12	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	100	1	NA	1	1	1	NA	1	1	1	1
"ZDHHC17"	"ER"	"Golgi apparatus;Vesicles"	"Cytoplasm"	"Supportive"	"cytoplasm; Golgi apparatus; Golgi-associated vesicle membrane; Golgi membrane; integral component of membrane; intracellular membrane-bounded organelle"	" Golgi apparatus membrane; Multi-pass membrane protein Cytoplasmic vesicle membrane; Multi-pass membrane protein Note=Low extracellular Mg(2+) induces increase in Golgi and in post-Golgi membrane vesicles"	"overlaps 1"	97	"ER"	1	"ZDHHC17"	"-"	10	8	6	12	38	32	22	34	32	8	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	1	NA	1	1	1	1
"BCAP31"	"ER"	"Endoplasmic reticulum"	NA	"Supportive"	"cytosol; endoplasmic reticulum; endoplasmic reticulum membrane; Golgi membrane; integral component of lumenal side of endoplasmic reticulum membrane; integral component of plasma membrane; lipid particle; membrane"	" Endoplasmic reticulum membrane; Multi-pass membrane protein Endoplasmic reticulum-Golgi intermediate compartment membrane; Multi-pass membrane protein Note=May shuttle between the ER and the intermediate compartment/cis-Golgi complex"	"overlaps 11"	124	"ER"	1	"BCAP31"	"-"	1	16	18	12	36	46	24	24	20	4	"-"	4	10	20	10	32	34	22	18	20	12	16	NA	1	26	14	72	74	12	NA	8	77	14	NA	7	90	3	NA	65	23	12	NA	52	48	1	1	NA	11	14	75	NA	94	6	NA	1	7	93	NA	1	4	2	94
"ERLIN1"	"ER"	"Endoplasmic reticulum"	NA	"Supportive"	"endoplasmic reticulum; endoplasmic reticulum membrane; integral component of membrane; protein complex"	" Endoplasmic reticulum membrane {ECO:0000269|PubMed:11118313 ECO:0000269|PubMed:16835267 ECO:0000269|PubMed:19240031}; Single-pass type II membrane protein {ECO:0000269|PubMed:11118313 ECO:0000269|PubMed:16835267 ECO:0000269|PubMed:19240031} Note=Associated with lipid raft-like domains of the endoplasmic reticulum membrane"	"overlaps 10"	124	"ER"	1	"ERLIN1"	"-"	1	10	14	10	36	48	18	26	26	10	"-"	1	1	14	8	36	48	32	26	16	10	10	NA	1	4	26	76	86	8	NA	12	80	8	NA	1	73	25	NA	1	1	1	NA	34	19	33	13	NA	4	65	31	NA	40	60	NA	1	1	100	NA	1	5	45	50
"PIGQ"	"ER"	"Nucleus but not nucleoli;Plasma membrane;Cytoplasm;Golgi apparatus;Vesicles"	NA	"Uncertain"	"endoplasmic reticulum membrane; glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex; integral component of membrane"	" Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}"	"overlaps 1"	124	"ER"	1	"PIGQ"	"-"	6	14	12	10	36	42	22	24	22	10	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	1	NA	1	1	1	1
"PRDX4"	"ER"	NA	NA	NA	"cytosol; endoplasmic reticulum; extracellular space; extracellular vesicular exosome; mitochondrion; nucleus"	" Cytoplasm "	"overlaps 10"	124	"ER"	1	"PRDX4"	"-"	4	16	12	12	36	48	22	26	22	1	"-"	8	42	32	4	12	24	14	14	28	10	10	NA	10	64	20	62	20	26	NA	16	78	6	NA	29	69	1	NA	18	2	81	NA	100	1	1	1	NA	1	1	1	NA	99	1	NA	19	17	64	NA	1	2	1	98
"UBE2G2"	"ER"	NA	NA	NA	"cytosol; endoplasmic reticulum"	NA	"overlaps 7"	124	"ER"	1	"UBE2G2"	"-"	1	14	16	12	34	52	20	22	22	6	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	11	87	2	NA	7	63	29	NA	1	16	84	NA	1	1	1	1	NA	1	1	1	NA	77	23	NA	50	50	1	NA	1	1	1	99
"ATL2"	"ER"	NA	NA	NA	"endoplasmic reticulum; integral component of membrane; membrane"	" Endoplasmic reticulum membrane {ECO:0000269|PubMed:18270207}; Multi-pass membrane protein {ECO:0000269|PubMed:18270207}"	"overlaps 7"	146	"ER"	1	"ATL2"	"-"	1	12	16	12	36	50	24	28	20	1	"-"	4	24	98	18	18	16	6	8	1	4	1	NA	1	1	1	1	1	1	NA	23	72	5	NA	33	61	5	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	100	1	NA	1	3	97	NA	1	1	1	100
"CRELD2"	"ER"	NA	NA	NA	"endoplasmic reticulum; extracellular space; Golgi apparatus"	" Secreted {ECO:0000305} Endoplasmic reticulum {ECO:0000269|PubMed:16238698}"	"overlaps 6"	146	"ER"	1	"CRELD2"	"-"	6	12	16	12	32	52	22	28	18	1	"-"	1	1	1	1	1	72	58	22	44	1	4	NA	46	1	30	64	60	1	NA	14	64	22	NA	1	1	1	NA	50	9	41	NA	1	1	1	1	NA	1	1	1	NA	96	4	NA	1	1	1	NA	1	1	1	1
"H6PD"	"ER"	"Cytoplasm"	NA	"Uncertain"	"endoplasmic reticulum; mitochondrion"	" Endoplasmic reticulum lumen Note=Microsomes endoplasmic reticulum lumen"	"overlaps 7"	146	"ER"	1	"H6PD"	"-"	1	12	16	10	38	56	20	32	16	1	"-"	1	1	1	1	1	104	60	1	22	12	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	5	95	NA	100	1	1	1	NA	79	1	21	NA	100	1	NA	1	1	1	NA	1	1	1	100
"INPP5K"	"ER"	NA	NA	NA	"cytoplasm; cytosol; endoplasmic reticulum; membrane; neuron projection; nucleus; perinuclear region of cytoplasm; plasma membrane; ruffle; ruffle membrane; trans-Golgi network"	" Endoplasmic reticulum {ECO:0000269|PubMed:12536145} Note=Following stimulation with EGF translocates to membrane ruffles"	"overlaps 3"	146	"ER"	1	"INPP5K"	"-"	1	12	10	14	36	58	26	26	18	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	32	68	NA	50	50	1	NA	1	1	1	1
"SAYSD1"	"ER"	"Vesicles"	NA	"Supportive"	"cytoplasmic vesicle; integral component of membrane; intracellular membrane-bounded organelle"	" Cytoplasmic vesicle membrane {ECO:0000269|PubMed:22361696}; Single-pass membrane protein {ECO:0000269|PubMed:22361696}"	"overlaps 1"	146	"ER"	1	"SAYSD1"	"-"	1	10	12	10	36	54	30	28	18	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	1	NA	1	1	1	1
"ACSL4"	"ER"	"Golgi apparatus"	"Mitochondria"	"Supportive"	"cytoplasm; endoplasmic reticulum membrane; ER-mitochondrion membrane contact site; extracellular vesicular exosome; integral component of membrane; lipid particle; membrane; mitochondrial outer membrane; neuronal cell body; peroxisome"	" Mitochondrion outer membrane {ECO:0000250}; Single-pass type III membrane protein {ECO:0000250} Peroxisome membrane {ECO:0000250}; Single-pass type III membrane protein {ECO:0000250} Microsome membrane {ECO:0000250}; Single-pass type III membrane protein {ECO:0000250} Endoplasmic reticulum membrane {ECO:0000250}; Single-pass type III membrane protein {ECO:0000250}"	"overlaps 10"	219	"ER"	1	"ACSL4"	"-"	1	26	20	12	28	40	26	26	20	1	"-"	130	34	16	8	1	4	1	1	1	1	1	NA	4	34	12	54	40	58	NA	17	73	10	NA	56	40	4	NA	1	1	1	NA	69	9	22	1	NA	100	1	1	NA	96	4	NA	64	1	35	NA	1	1	1	99
"ESYT2"	"ER"	"Cytoplasm"	NA	"Uncertain"	"extrinsic component of cytoplasmic side of plasma membrane; integral component of plasma membrane; intrinsic component of endoplasmic reticulum membrane; membrane; organelle membrane contact site"	" Cell membrane; Peripheral membrane protein Endoplasmic reticulum membrane; Multi-pass membrane protein Note=Detected at sites of contact between the endoplasmic reticulum membrane and the cell membrane Recruited to the cell membrane via the third C2 domain"	"overlaps 6"	219	"ER"	1	"ESYT2"	"-"	1	24	18	14	34	48	20	24	18	1	"-"	1	12	52	10	36	42	14	8	16	1	6	NA	1	1	1	1	1	1	NA	17	76	7	NA	14	79	7	NA	21	8	72	NA	1	1	1	1	NA	1	1	1	NA	90	10	NA	1	1	1	NA	1	1	1	1
"LNP"	"ER"	NA	NA	NA	"endoplasmic reticulum membrane; integral component of membrane"	" Endoplasmic reticulum membrane {ECO:0000269|PubMed:22729086}; Multi-pass membrane protein {ECO:0000269|PubMed:22729086} Note=Localizes to three-way ER tubule junctions"	"overlaps 4"	219	"ER"	1	"LNP"	"-"	1	18	20	12	28	52	24	22	22	1	"-"	1	4	42	8	24	36	40	6	14	20	6	NA	1	1	1	1	1	1	NA	12	73	16	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	99	1	NA	1	1	1	NA	1	1	1	1
"MOSPD2"	"ER"	"Endoplasmic reticulum"	NA	"Uncertain"	"integral component of membrane; membrane"	" Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}"	"overlaps 7"	219	"ER"	1	"MOSPD2"	"-"	6	18	18	14	28	50	24	22	20	1	"-"	1	1	1	12	44	62	38	14	20	4	6	NA	1	1	1	1	1	1	NA	11	81	8	NA	63	19	17	NA	1	1	1	NA	1	1	1	1	NA	70	1	30	NA	100	1	NA	1	1	100	NA	1	1	1	1
"TXNDC12"	"ER"	NA	NA	NA	"endoplasmic reticulum"	" Endoplasmic reticulum lumen {ECO:0000269|PubMed:12761212}"	"overlaps 9"	219	"ER"	1	"TXNDC12"	"-"	8	18	24	12	28	48	24	14	22	1	"-"	1	4	6	4	26	36	30	22	26	28	20	NA	1	1	1	1	1	1	NA	25	64	11	NA	29	70	1	NA	4	3	93	NA	1	1	1	1	NA	33	9	58	NA	100	1	NA	1	25	75	NA	2	1	1	97
"CLGN"	"ER"	NA	NA	NA	"endoplasmic reticulum; integral component of membrane; nuclear envelope"	" Endoplasmic reticulum membrane; Single-pass type I membrane protein"	"overlaps 1"	306	"ER"	1	"CLGN"	"-"	1	4	4	6	24	50	30	44	32	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	1	NA	1	1	1	1
"GGCX"	"ER"	NA	NA	NA	"endoplasmic reticulum membrane; integral component of membrane; membrane"	" Endoplasmic reticulum membrane {ECO:0000269|PubMed:10910912}; Multi-pass membrane protein {ECO:0000269|PubMed:10910912}"	"overlaps 2"	306	"ER"	1	"GGCX"	"-"	1	6	4	1	26	48	32	46	34	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	1	NA	13	7	1	80
"SEC61A1"	"ER"	"Nucleus but not nucleoli;Endoplasmic reticulum"	NA	"Supportive"	"integral component of endoplasmic reticulum membrane; membrane; rough endoplasmic reticulum"	" Endoplasmic reticulum membrane; Multi-pass membrane protein"	"overlaps 10"	306	"ER"	1	"SEC61A1"	"-"	1	6	6	6	18	44	32	50	32	6	"-"	1	1	4	6	18	26	36	24	30	26	30	NA	1	38	36	74	36	16	NA	10	74	16	NA	20	79	1	NA	1	1	100	NA	1	35	36	29	NA	1	67	33	NA	46	54	NA	1	2	98	NA	1	1	1	1
"SLC35A3"	"ER"	NA	NA	NA	"Golgi apparatus; Golgi membrane; integral component of membrane"	" Golgi apparatus membrane {ECO:0000269|PubMed:10393322}; Multi-pass membrane protein {ECO:0000269|PubMed:10393322}"	"overlaps 1"	306	"ER"	1	"SLC35A3"	"-"	1	1	1	10	14	50	38	50	38	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	1	NA	1	1	1	1
"TMEM245"	"ER"	"Plasma membrane;Cytoplasm"	NA	"Uncertain"	"integral component of membrane"	" Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}"	"overlaps 3"	306	"ER"	1	"TMEM245"	"-"	1	10	4	4	22	54	26	48	28	6	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	66	33	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	1	NA	1	4	1	96
"BNIP1"	"ER"	NA	NA	NA	"cytoplasm; endoplasmic reticulum; integral component of endoplasmic reticulum membrane; intracellular membrane-bounded organelle; mitochondrion; nuclear envelope; SNARE complex"	" Mitochondrion Endoplasmic reticulum membrane; Single-pass type IV membrane protein"	"overlaps 6"	338	"ER"	1	"BNIP1"	"-"	1	14	18	14	26	54	28	22	18	4	"-"	1	1	98	20	48	22	4	1	1	1	1	NA	1	1	1	1	1	1	NA	1	88	12	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	13	19	69	NA	94	6	NA	1	1	1	NA	2	1	1	98
"EIF2AK3"	"ER"	NA	NA	NA	"cytoplasm; endoplasmic reticulum; endoplasmic reticulum membrane; integral component of membrane; membrane"	" Endoplasmic reticulum membrane; Single-pass type I membrane protein"	"overlaps 2"	338	"ER"	1	"EIF2AK3"	"-"	1	20	8	22	28	58	32	20	8	4	"-"	1	1	1	1	1	200	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	1	NA	1	1	1	1
"MINPP1"	"ER"	NA	NA	NA	"endoplasmic reticulum; endoplasmic reticulum lumen; extracellular vesicular exosome"	" Endoplasmic reticulum lumen {ECO:0000255|PROSITE-ProRule:PRU10138}"	"overlaps 8"	338	"ER"	1	"MINPP1"	"-"	6	18	14	10	26	56	32	22	16	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	11	72	17	NA	1	97	1	NA	8	1	92	NA	100	1	1	1	NA	64	1	36	NA	1	1	NA	1	1	100	NA	1	1	1	100
"NENF"	"ER"	"Nucleus"	NA	"Supportive"	"extracellular space"	" Secreted extracellular space {ECO:0000250}"	"overlaps 8"	338	"ER"	1	"NENF"	"-"	4	16	16	10	24	58	32	20	18	1	"-"	1	1	1	40	94	1	66	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	17	82	1	NA	1	1	100	NA	1	1	1	1	NA	50	50	1	NA	100	1	NA	1	4	96	NA	1	1	1	99
"SARAF"	"ER"	NA	NA	NA	"integral component of endoplasmic reticulum membrane"	" Endoplasmic reticulum membrane {ECO:0000269|PubMed:22464749}; Single-pass type I membrane protein {ECO:0000269|PubMed:22464749} Note=Translocates to the endoplasmic reticulum-plasma membrane (ER-PM) region in a STIM1-dependent manner following cytosolic Ca(2+) elevation;  Isoform 2: Endoplasmic reticulum membrane; Single-pass type I membrane protein"	"overlaps 1"	338	"ER"	1	"SARAF"	"-"	1	16	18	10	22	56	30	20	18	6	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	1	NA	1	1	1	1
"CCDC134"	"ER"	NA	NA	NA	"extracellular region; membrane"	" Secreted {ECO:0000305}"	"overlaps 6"	152	"ER"	1	"CCDC134"	"-"	1	10	12	4	16	60	38	24	24	12	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	78	22	NA	1	97	1	NA	1	100	1	NA	1	1	1	1	NA	1	1	1	NA	95	5	NA	1	1	1	NA	1	4	1	96
"CEPT1"	"ER"	NA	NA	NA	"endoplasmic reticulum membrane; integral component of membrane; nucleus"	" Endoplasmic reticulum membrane {ECO:0000269|PubMed:12221122}; Multi-pass membrane protein {ECO:0000269|PubMed:12221122} Nucleus membrane {ECO:0000269|PubMed:12221122}; Multi-pass membrane protein {ECO:0000269|PubMed:12221122}"	"overlaps 7"	152	"ER"	1	"CEPT1"	"-"	1	8	10	8	20	54	40	26	24	8	"-"	1	1	1	1	1	42	16	6	126	1	12	NA	1	14	14	48	104	20	NA	1	98	2	NA	33	66	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	35	65	NA	1	1	100	NA	1	1	1	1
"PDIA5"	"ER"	"Nucleus"	"Nucleoli;Plasma membrane;Cytoplasm;Golgi apparatus"	"Uncertain"	"endoplasmic reticulum; endoplasmic reticulum lumen; endoplasmic reticulum membrane"	" Endoplasmic reticulum lumen {ECO:0000255|PROSITE-ProRule:PRU10138}"	"overlaps 9"	152	"ER"	1	"PDIA5"	"-"	1	6	10	6	16	62	40	30	24	6	"-"	6	6	16	4	22	58	12	32	26	4	12	NA	1	1	58	34	78	30	NA	1	1	1	NA	84	14	2	NA	8	53	39	NA	1	49	51	1	NA	1	1	1	NA	11	89	NA	1	100	1	NA	1	58	1	42
"SSR3"	"ER"	"Cytoplasm"	NA	"Uncertain"	"integral component of endoplasmic reticulum membrane; Sec61 translocon complex"	" Endoplasmic reticulum membrane; Multi-pass membrane protein"	"overlaps 9"	152	"ER"	1	"SSR3"	"-"	1	8	10	4	14	60	44	30	24	6	"-"	1	1	1	1	18	34	34	24	1	80	6	NA	1	42	20	22	64	50	NA	4	95	1	NA	38	59	3	NA	1	1	1	NA	1	100	1	1	NA	1	1	1	NA	35	65	NA	1	10	90	NA	1	5	26	69
