"Annot_Gene"	"Annot_Christoforou_UniprotGO_overlap3"	"HPA.main.location"	"HPA.Other.loc"	"HPA.Reliability"	"Gene.ontology.cellular.component"	"Uniprot.Subcellular.location"	"overlap"	"clusters"	"assigned_location_Christoforou_UniprotGO_overlap3"	"precision_assigned_location_Christoforou_UniprotGO_overlap3"	"data_Gene"	"data_non_NUM_space"	"data_Christoforou_126"	"data_Christoforou_127N"	"data_Christoforou_127C"	"data_Christoforou_128N"	"data_Christoforou_128C"	"data_Christoforou_129N"	"data_Christoforou_129C"	"data_Christoforou_130N"	"data_Christoforou_131"	"data_Christoforou_130C"	"data_non_NUM_space.1"	"data_Bileck.cyt"	"data_Bileck.Nucl"	"data_non_NUM_space.x"	"data_Cyt.Thakar"	"data_Nucl.Thakar"	"data_TOT.Thakar"	"data_non_NUM_space.y"	"data_Cyt.Carvalho"	"data_Nucl.Carvalho"	"data_Mit.Carvalho"
"CDIPT"	"ER"	"Nucleus but not nucleoli;Nuclear membrane;Plasma membrane"	NA	"Uncertain"	"endoplasmic reticulum membrane; Golgi apparatus; integral component of membrane; membrane; plasma membrane"	" Endoplasmic reticulum membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250} Golgi apparatus membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250} Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250} Membrane {ECO:0000269|PubMed:8110188}"	"overlaps 3"	300	"ER"	1	"CDIPT"	"-"	4	14	12	8	30	24	16	50	34	8	"-"	100	1	"-"	1	1	100	"-"	2	96	2
"CLCC1"	"ER"	"Endoplasmic reticulum"	NA	"Supportive"	"chloride channel complex; endoplasmic reticulum; Golgi apparatus; intracellular membrane-bounded organelle; membrane; nucleus"	" Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305} Endoplasmic reticulum Golgi apparatus Nucleus {ECO:0000250}"	"overlaps 3"	300	"ER"	1	"CLCC1"	"-"	1	18	6	12	36	50	24	30	24	1	"-"	100	1	"-"	1	1	100	"-"	2	94	4
"ILVBL"	"ER"	NA	NA	NA	"integral component of membrane; membrane"	" Membrane; Single-pass membrane protein"	"overlaps 3"	300	"ER"	1	"ILVBL"	"-"	1	10	16	12	24	58	26	16	30	8	"-"	100	1	"-"	1	1	100	"-"	4	94	2
"IMPAD1"	"ER"	"Nucleus;Golgi apparatus"	NA	"Supportive"	"Golgi apparatus; integral component of membrane; membrane"	" Golgi apparatus trans-Golgi network membrane {ECO:0000269|PubMed:18695242}; Single-pass type II membrane protein {ECO:0000269|PubMed:18695242}"	"overlaps 3"	300	"ER"	1	"IMPAD1"	"-"	1	16	16	12	36	40	16	36	28	1	"-"	100	1	"-"	1	1	100	"-"	1	96	3
"SEL1L"	"ER"	NA	NA	NA	"endoplasmic reticulum; integral component of membrane"	" Endoplasmic reticulum membrane {ECO:0000269|PubMed:16186509}; Single-pass type I membrane protein {ECO:0000269|PubMed:16186509}"	"overlaps 3"	300	"ER"	1	"SEL1L"	"-"	1	12	16	6	34	52	22	32	26	4	"-"	97	3	"-"	1	1	100	"-"	3	94	3
"TOR1A"	"ER"	NA	NA	NA	"cell junction; cytoplasmic vesicle membrane; cytoskeleton; endoplasmic reticulum lumen; extracellular vesicular exosome; extrinsic component of endoplasmic reticulum membrane; growth cone; intracellular membrane-bounded organelle; membrane; nuclear envelope; nuclear membrane; secretory granule; synaptic vesicle"	" Endoplasmic reticulum lumen Nucleus membrane; Peripheral membrane protein Cell projection growth cone {ECO:0000250} Cytoplasmic vesicle membrane {ECO:0000250} Cytoplasmic vesicle secretory vesicle {ECO:0000250} Cytoplasmic vesicle secretory vesicle synaptic vesicle Cytoplasm cytoskeleton Note=Upon oxidative stress redistributes to protusions from the cell surface (By similarity) Peripherally associated with the inner face of the ER membrane probably mediated by the interaction with TOR1AIP1 The association with nucleus membrane is mediated by the interaction with TOR1AIP2 {ECO:0000250}"	"overlaps 3"	300	"ER"	1	"TOR1A"	"-"	1	6	12	8	32	56	32	28	28	1	"-"	99	1	"-"	1	1	100	"-"	5	94	1
"TOR1B"	"ER"	"Nucleus but not nucleoli"	"Cytoplasm"	"Uncertain"	"endoplasmic reticulum; endoplasmic reticulum lumen; extracellular vesicular exosome; membrane; nuclear envelope"	" Endoplasmic reticulum lumen {ECO:0000269|PubMed:15147511} Nucleus membrane {ECO:0000269|PubMed:15147511}"	"overlaps 3"	300	"ER"	1	"TOR1B"	"-"	6	14	14	12	28	42	24	30	32	1	"-"	100	1	"-"	1	1	100	"-"	1	96	3
"ATL2"	"ER"	NA	NA	NA	"endoplasmic reticulum; integral component of membrane; membrane"	" Endoplasmic reticulum membrane {ECO:0000269|PubMed:18270207}; Multi-pass membrane protein {ECO:0000269|PubMed:18270207}"	"overlaps 3"	317	"ER"	1	"ATL2"	"-"	1	12	16	12	36	50	24	28	20	1	"-"	100	1	"-"	1	3	97	"-"	23	72	5
"ERP44"	"ER"	NA	NA	NA	"cell surface; endoplasmic reticulum-Golgi intermediate compartment; endoplasmic reticulum lumen; endoplasmic reticulum membrane; extracellular vesicular exosome"	" Endoplasmic reticulum lumen"	"overlaps 3"	317	"ER"	1	"ERP44"	"-"	4	12	12	12	42	42	18	34	24	1	"-"	96	4	"-"	1	3	97	"-"	16	75	9
"HM13"	"ER"	NA	NA	NA	"cell surface; endoplasmic reticulum; integral component of cytoplasmic side of endoplasmic reticulum membrane; integral component of lumenal side of endoplasmic reticulum membrane; membrane; plasma membrane; rough endoplasmic reticulum"	" Endoplasmic reticulum membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250};  Isoform 4: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}"	"overlaps 3"	317	"ER"	1	"HM13"	"-"	1	16	14	12	34	34	18	38	32	1	"-"	100	1	"-"	1	1	100	"-"	15	74	11
"HYOU1"	"ER"	NA	NA	NA	"endocytic vesicle lumen; endoplasmic reticulum; endoplasmic reticulum lumen; extracellular region; extracellular vesicular exosome; focal adhesion; membrane"	" Endoplasmic reticulum lumen"	"overlaps 3"	317	"ER"	1	"HYOU1"	"-"	4	10	12	10	26	58	32	26	20	1	"-"	99	1	"-"	3	2	95	"-"	20	72	8
"PRKCSH"	"ER"	"Endoplasmic reticulum"	NA	"Supportive"	"endoplasmic reticulum; endoplasmic reticulum lumen; intracellular"	" Endoplasmic reticulum {ECO:0000255|PROSITE-ProRule:PRU10138}"	"overlaps 3"	317	"ER"	1	"PRKCSH"	"-"	8	12	16	10	30	48	26	28	22	1	"-"	100	1	"-"	2	2	96	"-"	18	72	10
"RAB6A"	""	"Nucleus;Golgi apparatus"	"Vesicles"	"Uncertain"	"cytoplasmic vesicle; cytosol; extracellular vesicular exosome; Golgi apparatus; membrane; trans-Golgi network"	" Golgi apparatus {ECO:0000269|PubMed:23091056} Golgi apparatus membrane; Lipid-anchor"	"overlaps 3"	317	"ER"	1	"RAB6A"	"-"	4	26	50	26	40	24	10	12	10	1	"-"	100	1	"-"	1	5	95	"-"	27	69	4
"RCN1"	"ER"	"Endoplasmic reticulum"	NA	"Supportive"	"endoplasmic reticulum; endoplasmic reticulum lumen"	" Endoplasmic reticulum lumen"	"overlaps 3"	317	"ER"	1	"RCN1"	"-"	4	10	8	10	28	62	34	22	20	1	"-"	100	1	"-"	1	4	96	"-"	19	72	9
"RCN2"	"ER"	"Endoplasmic reticulum"	NA	"Supportive"	"endoplasmic reticulum; nucleolus"	" Endoplasmic reticulum lumen"	"overlaps 3"	317	"ER"	1	"RCN2"	"-"	1	6	14	8	30	50	28	32	26	1	"-"	100	1	"-"	1	1	100	"-"	24	69	7
"APMAP"	"ER"	"Endoplasmic reticulum;Golgi apparatus"	NA	"Uncertain"	"cell surface; extracellular vesicular exosome; integral component of membrane; membrane"	" Membrane {ECO:0000269|PubMed:18513186}; Single-pass type II membrane protein {ECO:0000269|PubMed:18513186}"	"overlaps 3"	53	"ER"	1	"APMAP"	"-"	1	12	12	10	26	40	30	38	30	1	"-"	99	1	"-"	1	13	87	"-"	8	87	5
"CANX"	"ER"	"Endoplasmic reticulum"	NA	"Supportive"	"axon; dendrite cytoplasm; dendritic spine; endoplasmic reticulum; endoplasmic reticulum lumen; endoplasmic reticulum membrane; ER-mitochondrion membrane contact site; extracellular vesicular exosome; integral component of lumenal side of endoplasmic reticulum membrane; membrane; neuronal cell body; protein complex; ribosome"	" Endoplasmic reticulum membrane; Single-pass type I membrane protein Endoplasmic reticulum Melanosome Note=Identified by mass spectrometry in melanosome fractions from stage I to stage IV The palmitoylated form preferentially localizes to the perinuclear rough ER"	"overlaps 3"	53	"ER"	1	"CANX"	"-"	1	16	14	10	26	46	28	32	26	1	"-"	97	3	"-"	4	14	83	"-"	11	84	6
"CISD2"	"ER"	"Endoplasmic reticulum"	NA	"Supportive"	"endoplasmic reticulum; endoplasmic reticulum membrane; integral component of membrane; membrane; mitochondrial outer membrane; protein complex"	" Endoplasmic reticulum membrane; Single-pass membrane protein Mitochondrion outer membrane; Single-pass membrane protein Note=According to PubMed:20010695 it mainly localizes to the endoplasmic reticulum However experiments in mouse showed that it mainly localizes to the mitochondrion outer membrane"	"overlaps 3"	53	"ER"	1	"CISD2"	"-"	1	14	14	10	30	34	20	42	34	1	"-"	93	7	"-"	1	11	89	"-"	12	86	2
"PDIA6"	"ER"	"Cytoplasm;Endoplasmic reticulum"	NA	"Supportive"	"endoplasmic reticulum; endoplasmic reticulum-Golgi intermediate compartment; endoplasmic reticulum membrane; extracellular vesicular exosome; plasma membrane"	" Endoplasmic reticulum lumen {ECO:0000255|PROSITE-ProRule:PRU10138} Cell membrane Melanosome Note=Identified by mass spectrometry in melanosome fractions from stage I to stage IV"	"overlaps 3"	53	"ER"	1	"PDIA6"	"-"	4	8	12	10	26	60	30	30	22	1	"-"	96	4	"-"	8	10	83	"-"	15	81	4
"POR"	"ER"	"Nucleus but not nucleoli;Vesicles"	NA	"Uncertain"	"endoplasmic reticulum; intracellular membrane-bounded organelle; membrane; mitochondrion"	" Endoplasmic reticulum membrane; Peripheral membrane protein Note=Anchored to the ER membrane by its N-terminal hydrophobic region"	"overlaps 3"	53	"ER"	1	"POR"	"-"	1	22	18	14	34	42	18	28	26	1	"-"	100	1	"-"	5	15	80	"-"	11	82	7
"RAB2A"	""	NA	NA	NA	"endoplasmic reticulum; extracellular vesicular exosome; Golgi membrane; lysosomal membrane; nucleus"	" Endoplasmic reticulum-Golgi intermediate compartment membrane {ECO:0000269|PubMed:17081065}; Lipid-anchor {ECO:0000269|PubMed:17081065} Melanosome {ECO:0000269|PubMed:17081065} Endoplasmic reticulum membrane {ECO:0000305}; Lipid-anchor {ECO:0000305} Golgi apparatus membrane {ECO:0000305}; Lipid-anchor {ECO:0000305} Note=Identified by mass spectrometry in melanosome fractions from stage I to stage IV"	"overlaps 3"	53	"ER"	1	"RAB2A"	"-"	1	16	22	18	32	40	24	22	22	1	"-"	97	3	"-"	9	9	82	"-"	13	85	2
"RTN3"	""	"Endoplasmic reticulum"	NA	"Supportive"	"endoplasmic reticulum; extracellular space; extracellular vesicular exosome; Golgi apparatus; integral component of membrane"	" Endoplasmic reticulum membrane; Multi-pass membrane protein Golgi apparatus membrane; Multi-pass membrane protein"	"overlaps 3"	53	"ER"	1	"RTN3"	"-"	6	12	16	14	50	44	18	22	20	1	"-"	100	1	"-"	3	9	88	"-"	19	78	3
"TMX1"	"ER"	NA	NA	NA	"endoplasmic reticulum; endoplasmic reticulum membrane; integral component of membrane; nucleolus"	" Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305} Endoplasmic reticulum membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305} Note=Predominantly found in the endoplasmic reticulum {ECO:0000269|PubMed:11152479}"	"overlaps 3"	53	"ER"	1	"TMX1"	"-"	4	14	18	12	28	40	22	32	24	6	"-"	100	1	"-"	1	14	86	"-"	9	86	5
"CCDC47"	"ER"	"Endoplasmic reticulum"	NA	"Uncertain"	"endoplasmic reticulum; integral component of membrane; membrane"	" Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}"	"overlaps 3"	198	"ER"	1	"CCDC47"	"-"	1	6	10	6	20	52	32	34	32	8	"-"	64	36	"-"	1	9	91	"-"	5	84	11
"GLG1"	""	"Golgi apparatus"	NA	"Supportive"	"extracellular matrix; extracellular vesicular exosome; Golgi apparatus; Golgi membrane; integral component of membrane; membrane; plasma membrane"	" Golgi apparatus membrane {ECO:0000269|PubMed:2355176}; Single-pass type I membrane protein {ECO:0000269|PubMed:2355176}"	"overlaps 3"	198	"ER"	1	"GLG1"	"-"	1	12	26	20	46	42	16	20	14	4	"-"	67	33	"-"	1	10	89	"-"	6	82	12
"HSD17B11"	"ER"	"Vesicles"	NA	"Supportive"	"cytoplasm; extracellular region; lipid particle"	" Secreted {ECO:0000305}"	"overlaps 3"	198	"ER"	1	"HSD17B11"	"-"	1	14	14	10	30	48	26	30	26	1	"-"	64	36	"-"	1	10	90	"-"	6	89	5
"RPN1"	"ER"	"Nucleus;Endoplasmic reticulum"	NA	"Supportive"	"endoplasmic reticulum membrane; integral component of membrane; membrane; oligosaccharyltransferase complex; rough endoplasmic reticulum"	" Endoplasmic reticulum membrane; Single-pass type I membrane protein Melanosome Note=Identified by mass spectrometry in melanosome fractions from stage I to stage IV"	"overlaps 3"	198	"ER"	1	"RPN1"	"-"	1	8	10	8	20	44	30	38	32	8	"-"	60	40	"-"	2	7	92	"-"	8	85	7
"SPCS3"	"ER"	NA	NA	NA	"endoplasmic reticulum; endoplasmic reticulum membrane; integral component of membrane; signal peptidase complex"	" Microsome membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250} Endoplasmic reticulum membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}"	"overlaps 3"	198	"ER"	1	"SPCS3"	"-"	1	8	6	10	20	50	32	32	30	12	"-"	66	34	"-"	1	8	92	"-"	13	80	7
"STT3A"	"ER"	NA	NA	NA	"endoplasmic reticulum membrane; integral component of membrane; membrane; oligosaccharyltransferase complex"	" Endoplasmic reticulum membrane; Multi-pass membrane protein"	"overlaps 3"	198	"ER"	1	"STT3A"	"-"	1	10	8	8	20	44	32	38	34	8	"-"	64	36	"-"	1	8	92	"-"	7	83	10
"TMEM109"	"ER"	"Nuclear membrane;Cytoplasm"	NA	"Uncertain"	"extracellular vesicular exosome; integral component of membrane; nucleus; sarcoplasmic reticulum"	" Nucleus outer membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250} Endoplasmic reticulum membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250} Sarcoplasmic reticulum membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}"	"overlaps 3"	198	"ER"	1	"TMEM109"	"-"	1	10	8	6	16	40	34	42	40	1	"-"	72	28	"-"	3	8	88	"-"	10	84	6
"ERLIN2"	"ER"	"Endoplasmic reticulum"	NA	"Supportive"	"endoplasmic reticulum; endoplasmic reticulum membrane; extracellular vesicular exosome; integral component of membrane; protein complex"	" Endoplasmic reticulum membrane {ECO:0000269|PubMed:16835267 ECO:0000269|PubMed:17502376 ECO:0000269|PubMed:19240031}; Single-pass type II membrane protein {ECO:0000269|PubMed:16835267 ECO:0000269|PubMed:17502376 ECO:0000269|PubMed:19240031} Note=Associated with lipid raft-like domains of the endoplasmic reticulum membrane"	"overlaps 3"	63	"ER"	0.857142857142857	"ERLIN2"	"-"	1	12	14	10	28	44	22	32	28	10	"-"	31	69	"-"	1	5	95	"-"	11	83	5
"GOLGA2"	""	"Golgi apparatus"	NA	"Supportive"	"cis-Golgi network; Golgi apparatus; Golgi membrane"	" Golgi apparatus Golgi stack membrane; Peripheral membrane protein"	"overlaps 3"	63	"ER"	0.857142857142857	"GOLGA2"	"-"	36	1	1	1	4	8	10	48	56	36	"-"	29	71	"-"	1	8	92	"-"	5	81	15
"HSD17B4"	"PEROXISOME"	"Vesicles"	NA	"Supportive"	"intracellular membrane-bounded organelle; membrane; mitochondrion; peroxisomal matrix; peroxisomal membrane; peroxisome"	" Peroxisome"	"overlaps 3"	63	"ER"	0.857142857142857	"HSD17B4"	"-"	1	1	4	1	6	18	22	76	62	8	"-"	34	66	"-"	1	7	93	"-"	20	67	13
"LRRC59"	"ER"	"Endoplasmic reticulum"	NA	"Supportive"	"endoplasmic reticulum; integral component of membrane; membrane; mitochondrial nucleoid; nucleus"	" Microsome membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250} Endoplasmic reticulum membrane; Single-pass type II membrane protein Nucleus envelope Note=Localization in the nuclear envelope depends upon the nuclear import machinery including KPNB1"	"overlaps 3"	63	"ER"	0.857142857142857	"LRRC59"	"-"	1	8	8	8	20	52	36	34	28	8	"-"	32	68	"-"	1	17	82	"-"	22	74	4
"MMGT1"	"ER"	NA	NA	NA	"early endosome; ER membrane protein complex; Golgi apparatus; integral component of membrane; membrane"	" Endoplasmic reticulum membrane; Single-pass type I membrane protein Golgi apparatus membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250} Early endosome membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250} Note=Detected in the Golgi apparatus and in post-Golgi vesicles including early endosomes {ECO:0000250}"	"overlaps 3"	63	"ER"	0.857142857142857	"MMGT1"	"-"	1	10	12	8	22	58	32	26	22	10	"-"	27	73	"-"	1	9	91	"-"	18	71	11
"MOGS"	"ER"	NA	NA	NA	"endoplasmic reticulum; endoplasmic reticulum membrane; extracellular vesicular exosome; integral component of membrane; membrane"	" Endoplasmic reticulum membrane; Single-pass type II membrane protein"	"overlaps 3"	63	"ER"	0.857142857142857	"MOGS"	"-"	1	8	10	8	22	44	28	38	32	8	"-"	37	63	"-"	1	11	89	"-"	10	86	4
"MTDH"	"ER"	"Endoplasmic reticulum"	"Nucleoli"	"Supportive"	"apical plasma membrane; cytoplasm; endoplasmic reticulum; endoplasmic reticulum membrane; integral component of membrane; intercellular canaliculus; nuclear body; nucleolus; nucleus; perinuclear region of cytoplasm; tight junction"	" Endoplasmic reticulum membrane; Single-pass membrane protein Nucleus membrane {ECO:0000250}; Single-pass membrane protein {ECO:0000250} Cell junction tight junction {ECO:0000250} Nucleus nucleolus {ECO:0000250} Cytoplasm perinuclear region Note=In epithelial cells recruited to tight junctions (TJ) during the maturation of the TJ complexes A nucleolar staining may be due to nuclear targeting of an isoform lacking the transmembrane domain (By similarity) TNF-alpha causes translocation from the cytoplasm to the nucleus {ECO:0000250}"	"overlaps 3"	63	"ER"	0.857142857142857	"MTDH"	"-"	1	8	8	8	20	52	38	32	30	6	"-"	36	64	"-"	1	17	83	"-"	12	78	10
"ITGA5"	"PM"	"Nucleus but not nucleoli;Cytoplasm"	"Golgi apparatus"	"Uncertain"	"alphav-beta3 integrin-vitronectin complex; cell surface; cytoplasm; external side of plasma membrane; focal adhesion; integrin complex; plasma membrane; ruffle; synapse"	" Membrane; Single-pass type I membrane protein"	"overlaps 3"	378	"ER"	0.857142857142857	"ITGA5"	"-"	1	66	42	22	34	20	8	4	1	1	"-"	98	2	"-"	1	1	100	"-"	5	85	10
"JAGN1"	"ER"	"Vesicles"	NA	"Uncertain"	"endoplasmic reticulum membrane; integral component of membrane"	" Endoplasmic reticulum membrane {ECO:0000269|PubMed:25129144}; Multi-pass membrane protein {ECO:0000255}"	"overlaps 3"	378	"ER"	0.857142857142857	"JAGN1"	"-"	1	14	14	8	22	42	32	28	32	8	"-"	100	1	"-"	1	1	100	"-"	6	83	11
"MOSPD2"	"ER"	"Endoplasmic reticulum"	NA	"Uncertain"	"integral component of membrane; membrane"	" Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}"	"overlaps 3"	378	"ER"	0.857142857142857	"MOSPD2"	"-"	6	18	18	14	28	50	24	22	20	1	"-"	100	1	"-"	1	1	100	"-"	11	81	8
"RDH11"	"ER"	NA	NA	NA	"endoplasmic reticulum membrane; integral component of membrane; intracellular; photoreceptor inner segment"	" Endoplasmic reticulum membrane {ECO:0000269|PubMed:12036956}; Single-pass type II membrane protein {ECO:0000269|PubMed:12036956}"	"overlaps 3"	378	"ER"	0.857142857142857	"RDH11"	"-"	1	12	14	10	40	48	18	32	24	1	"-"	100	1	"-"	1	1	100	"-"	10	80	11
"SPTLC1"	"ER"	"Endoplasmic reticulum"	NA	"Uncertain"	"endoplasmic reticulum membrane; integral component of membrane; serine C-palmitoyltransferase complex; SPOTS complex"	" Endoplasmic reticulum membrane {ECO:0000250}; Single-pass membrane protein {ECO:0000250}"	"overlaps 3"	378	"ER"	0.857142857142857	"SPTLC1"	"-"	1	14	18	10	44	40	18	36	22	1	"-"	100	1	"-"	1	1	100	"-"	6	84	10
"SPTLC2"	"ER"	"Mitochondria"	NA	"Uncertain"	"endoplasmic reticulum membrane; integral component of membrane; mitochondrion; serine C-palmitoyltransferase complex"	" Endoplasmic reticulum membrane {ECO:0000250}; Single-pass membrane protein {ECO:0000250}"	"overlaps 3"	378	"ER"	0.857142857142857	"SPTLC2"	"-"	1	6	10	10	30	48	26	34	32	1	"-"	100	1	"-"	1	1	100	"-"	9	81	10
"STX18"	"ER"	"Plasma membrane"	NA	"Uncertain"	"endoplasmic reticulum; Golgi apparatus; integral component of membrane"	" Endoplasmic reticulum membrane {ECO:0000305|PubMed:15029241}; Single-pass type IV membrane protein {ECO:0000305|PubMed:15029241} Golgi apparatus membrane {ECO:0000305}; Single-pass type IV membrane protein {ECO:0000305}"	"overlaps 3"	378	"ER"	0.857142857142857	"STX18"	"-"	1	6	10	8	32	62	26	28	26	1	"-"	100	1	"-"	1	1	100	"-"	7	80	13
"CLPTM1L"	"ER"	"Endoplasmic reticulum"	NA	"Uncertain"	"integral component of membrane; membrane"	" Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}"	"overlaps 3"	42	"ER"	1	"CLPTM1L"	"-"	1	14	8	8	22	52	34	34	26	1	"-"	83	17	"-"	1	1	100	"-"	7	90	3
"DERL1"	"ER"	"Endoplasmic reticulum"	NA	"Supportive"	"early endosome; endoplasmic reticulum; Hrd1p ubiquitin ligase complex; integral component of endoplasmic reticulum membrane; integral component of membrane; late endosome; membrane"	" Endoplasmic reticulum membrane {ECO:0000269|PubMed:15215855 ECO:0000269|PubMed:15215856 ECO:0000269|PubMed:16186509 ECO:0000269|PubMed:16449189}; Multi-pass membrane protein {ECO:0000269|PubMed:15215855 ECO:0000269|PubMed:15215856 ECO:0000269|PubMed:16186509 ECO:0000269|PubMed:16449189}"	"overlaps 3"	42	"ER"	1	"DERL1"	"-"	1	6	10	8	38	38	22	48	28	4	"-"	84	16	"-"	1	1	100	"-"	6	88	6
"MAP2K7"	""	"Plasma membrane"	"Golgi apparatus"	"Uncertain"	"cytoplasm; cytosol; nucleus"	" Nucleus Cytoplasm {ECO:0000250}"	"overlaps 3"	42	"ER"	1	"MAP2K7"	"-"	36	20	16	8	12	16	12	24	34	20	"-"	85	15	"-"	1	1	100	"-"	1	100	1
"MFSD10"	"ER"	"Nuclear membrane"	"Nucleus but not nucleoli"	"Uncertain"	"integral component of membrane"	" Membrane {ECO:0000255}; Multi-pass membrane protein {ECO:0000255}"	"overlaps 3"	42	"ER"	1	"MFSD10"	"-"	1	12	14	10	30	34	20	38	34	6	"-"	80	20	"-"	1	1	100	"-"	4	95	1
"SEC63"	"ER"	NA	NA	NA	"endoplasmic reticulum; integral component of membrane; membrane"	" Endoplasmic reticulum membrane; Multi-pass membrane protein"	"overlaps 3"	42	"ER"	1	"SEC63"	"-"	1	10	12	8	24	44	26	38	32	6	"-"	85	15	"-"	1	1	100	"-"	4	91	5
"SLC27A4"	"ER"	"Vesicles"	NA	"Supportive"	"brush border membrane; endoplasmic reticulum membrane; integral component of membrane; membrane; microvillus; plasma membrane"	" Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305} Endoplasmic reticulum membrane {ECO:0000250}"	"overlaps 3"	42	"ER"	1	"SLC27A4"	"-"	1	8	14	10	30	42	22	36	32	8	"-"	86	14	"-"	1	1	100	"-"	1	95	5
